action,run_number,dcoord,menu_action,listening_numeral,sokoban_action,sokoban_move_index
112,0,"(0, 1)",True,,False,
111,0,"(0, 1)",True,,False,
119,0,"(0, 1)",True,,False,
101,0,"(0, 1)",True,,False,
114,0,"(0, 1)",True,,False,
13,0,"(0, 1)",True,,False,
35,0,"(0, 1)",False,,False,
119,0,"(0, 1)",True,,False,
105,0,"(0, 1)",True,,False,
122,0,"(0, 1)",True,,False,
119,0,"(0, 1)",True,,False,
105,0,"(0, 1)",True,,False,
115,0,"(0, 1)",True,,False,
104,0,"(0, 1)",True,,False,
13,0,"(0, 1)",True,,False,
98,0,"(0, 1)",True,,False,
108,0,"(0, 1)",True,,False,
101,0,"(0, 1)",True,,False,
115,0,"(0, 1)",True,,False,
115,0,"(0, 1)",True,,False,
101,0,"(0, 1)",True,,False,
100,0,"(0, 1)",True,,False,
32,0,"(0, 1)",True,,False,
114,0,"(0, 1)",True,,False,
117,0,"(0, 1)",True,,False,
115,0,"(0, 1)",True,,False,
116,0,"(0, 1)",True,,False,
112,0,"(0, 1)",True,,False,
114,0,"(0, 1)",True,,False,
111,0,"(0, 1)",True,,False,
111,0,"(0, 1)",True,,False,
102,0,"(0, 1)",True,,False,
32,0,"(0, 1)",True,,False,
43,0,"(0, 1)",True,,False,
55,0,"(0, 1)",True,,False,
32,0,"(0, 1)",True,,False,
104,0,"(0, 1)",True,,False,
101,0,"(0, 1)",True,,False,
108,0,"(0, 1)",True,,False,
109,0,"(0, 1)",True,,False,
32,0,"(0, 1)",True,,False,
111,0,"(0, 1)",True,,False,
102,0,"(0, 1)",True,,False,
32,0,"(0, 1)",True,,False,
98,0,"(0, 1)",True,,False,
114,0,"(0, 1)",True,,False,
105,0,"(0, 1)",True,,False,
108,0,"(0, 1)",True,,False,
108,0,"(0, 1)",True,,False,
105,0,"(0, 1)",True,,False,
97,0,"(0, 1)",True,,False,
110,0,"(0, 1)",True,,False,
99,0,"(0, 1)",True,,False,
101,0,"(0, 1)",True,,False,
13,0,"(0, 1)",True,,False,
35,0,"(0, 1)",False,,False,
119,0,"(0, 1)",True,,False,
105,0,"(0, 1)",True,,False,
122,0,"(0, 1)",True,,False,
119,0,"(0, 1)",True,,False,
105,0,"(0, 1)",True,,False,
115,0,"(0, 1)",True,,False,
104,0,"(0, 1)",True,,False,
13,0,"(0, 1)",True,,False,
98,0,"(0, 1)",True,,False,
108,0,"(0, 1)",True,,False,
101,0,"(0, 1)",True,,False,
115,0,"(0, 1)",True,,False,
115,0,"(0, 1)",True,,False,
101,0,"(0, 1)",True,,False,
100,0,"(0, 1)",True,,False,
32,0,"(0, 1)",True,,False,
43,0,"(0, 1)",True,,False,
55,0,"(0, 1)",True,,False,
32,0,"(0, 1)",True,,False,
71,0,"(0, 1)",True,,False,
114,0,"(0, 1)",True,,False,
97,0,"(0, 1)",True,,False,
121,0,"(0, 1)",True,,False,
115,0,"(0, 1)",True,,False,
119,0,"(0, 1)",True,,False,
97,0,"(0, 1)",True,,False,
110,0,"(0, 1)",True,,False,
100,0,"(0, 1)",True,,False,
105,0,"(0, 1)",True,,False,
114,0,"(0, 1)",True,,False,
13,0,"(0, 1)",True,,False,
35,0,"(0, 1)",False,,False,
119,0,"(0, 1)",True,,False,
105,0,"(0, 1)",True,,False,
122,0,"(0, 1)",True,,False,
105,0,"(0, 1)",True,,False,
100,0,"(0, 1)",True,,False,
101,0,"(0, 1)",True,,False,
110,0,"(0, 1)",True,,False,
116,0,"(0, 1)",True,,False,
105,0,"(0, 1)",True,,False,
102,0,"(0, 1)",True,,False,
121,0,"(0, 1)",True,,False,
13,0,"(0, 1)",True,,False,
107,0,"(0, 1)",True,,False,
102,0,"(0, 1)",True,,False,
103,0,"(0, 1)",True,,False,
104,0,"(0, 1)",True,,False,
105,0,"(0, 1)",True,,False,
106,0,"(0, 1)",True,,False,
13,0,"(0, 1)",True,,False,
32,0,"(0, 1)",True,,False,
32,0,"(0, 1)",True,,False,
32,0,"(0, 1)",True,,False,
32,0,"(0, 1)",True,,False,
32,0,"(0, 1)",True,,False,
87,0,"(0, 1)",False,1989,False,
102,0,"(0, 1)",True,1989,False,
32,0,"(0, 1)",True,,False,
87,0,"(0, 1)",False,2034,False,
103,0,"(0, 1)",True,2034,False,
87,0,"(0, 1)",False,2045,False,
105,0,"(0, 1)",True,2045,False,
87,0,"(0, 1)",False,1987,False,
106,0,"(0, 1)",True,1987,False,
87,0,"(0, 1)",False,2049,False,
104,0,"(0, 1)",True,2049,False,
98,0,"(0, 1)",False,,False,
44,0,"(0, 1)",False,,False,
108,0,"(0, 1)",False,,False,
44,0,"(0, 1)",False,,False,
117,0,"(0, 1)",False,,False,
121,0,"(0, 1)",False,,False,
98,0,"(0, 1)",False,,False,
107,0,"(0, 1)",False,,False,
98,0,"(0, 1)",False,,False,
98,0,"(0, 1)",False,,False,
104,0,"(0, 1)",False,,False,
104,0,"(0, 1)",False,,False,
104,0,"(0, 1)",False,,False,
107,0,"(0, 1)",False,,False,
107,0,"(0, 1)",False,,False,
117,0,"(0, 1)",False,,False,
104,0,"(0, 1)",False,,False,
110,0,"(0, 1)",False,,False,
108,0,"(0, 1)",False,,False,
110,0,"(0, 1)",False,,False,
110,0,"(0, 1)",False,,False,
117,0,"(0, 1)",False,,False,
121,0,"(0, 1)",False,,False,
107,0,"(0, 1)",False,,False,
104,0,"(0, 1)",False,,False,
104,0,"(0, 1)",False,,False,
110,0,"(0, 1)",False,,False,
98,0,"(0, 1)",False,,False,
104,0,"(0, 1)",False,,False,
117,0,"(0, 1)",False,,False,
107,0,"(0, 1)",False,,False,
115,0,"(0, 1)",False,,False,
110,0,"(0, 1)",False,,False,
117,0,"(0, 1)",False,,False,
107,0,"(0, 1)",False,,False,
108,0,"(0, 1)",False,,False,
108,0,"(0, 1)",False,,False,
108,0,"(0, 1)",False,,False,
110,0,"(0, 1)",False,,False,
110,0,"(0, 1)",False,,False,
117,0,"(0, 1)",False,,False,
104,0,"(0, 1)",False,,False,
110,0,"(0, 1)",False,,False,
98,0,"(0, 1)",False,,False,
104,0,"(0, 1)",False,,False,
98,0,"(0, 1)",False,,False,
106,0,"(0, 1)",False,,False,
106,0,"(0, 1)",False,,False,
98,0,"(0, 1)",False,,False,
104,0,"(0, 1)",False,,False,
104,0,"(0, 1)",False,,False,
104,0,"(0, 1)",False,,False,
98,0,"(0, 1)",False,,False,
104,0,"(0, 1)",False,,False,
104,0,"(0, 1)",False,,False,
104,0,"(0, 1)",False,,False,
106,0,"(0, 1)",False,,False,
106,0,"(0, 1)",False,,False,
106,0,"(0, 1)",False,,False,
106,0,"(0, 1)",False,,False,
104,0,"(0, 1)",False,,False,
106,0,"(0, 1)",False,,False,
108,0,"(0, 1)",False,,False,
108,0,"(0, 1)",False,,False,
108,0,"(0, 1)",False,,False,
107,0,"(0, 1)",False,,False,
121,0,"(0, 1)",False,,False,
106,0,"(0, 1)",False,,False,
117,0,"(0, 1)",False,,False,
108,0,"(0, 1)",False,,False,
110,0,"(0, 1)",False,,False,
62,0,"(0, 1)",False,,False,
32,0,"(0, 1)",True,,False,
107,0,"(0, 2)",False,,False,
98,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
121,0,"(0, 2)",False,,False,
106,0,"(0, 2)",False,,False,
106,0,"(0, 2)",False,,False,
106,0,"(0, 2)",False,,False,
106,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
98,0,"(0, 2)",False,,False,
110,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
106,0,"(0, 2)",False,,False,
106,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
106,0,"(0, 2)",False,,False,
106,0,"(0, 2)",False,,False,
108,0,"(0, 2)",False,,False,
108,0,"(0, 2)",False,,False,
115,0,"(0, 2)",False,,False,
115,0,"(0, 2)",False,,False,
115,0,"(0, 2)",False,,False,
115,0,"(0, 2)",False,,False,
115,0,"(0, 2)",False,,False,
115,0,"(0, 2)",False,,False,
115,0,"(0, 2)",False,,False,
115,0,"(0, 2)",False,,False,
115,0,"(0, 2)",False,,False,
115,0,"(0, 2)",False,,False,
115,0,"(0, 2)",False,,False,
108,0,"(0, 2)",False,,False,
108,0,"(0, 2)",False,,False,
108,0,"(0, 2)",False,,False,
108,0,"(0, 2)",False,,False,
108,0,"(0, 2)",False,,False,
107,0,"(0, 2)",False,,False,
107,0,"(0, 2)",False,,False,
108,0,"(0, 2)",False,,False,
117,0,"(0, 2)",False,,False,
121,0,"(0, 2)",False,,False,
107,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
44,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
44,0,"(0, 2)",False,,False,
115,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
95,0,"(0, 2)",False,,False,
104,0,"(0, 2)",True,,False,
104,0,"(0, 2)",True,,False,
46,0,"(0, 2)",True,,False,
104,0,"(0, 2)",False,,False,
121,0,"(0, 2)",False,,False,
107,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
98,0,"(0, 2)",False,,False,
106,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
121,0,"(0, 2)",False,,False,
106,0,"(0, 2)",False,,False,
106,0,"(0, 2)",False,,False,
98,0,"(0, 2)",False,,False,
98,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
121,0,"(0, 2)",False,,False,
107,0,"(0, 2)",False,,False,
110,0,"(0, 2)",False,,False,
98,0,"(0, 2)",False,,False,
98,0,"(0, 2)",False,,False,
98,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
44,0,"(0, 2)",False,,False,
117,0,"(0, 2)",False,,False,
107,0,"(0, 2)",False,,False,
108,0,"(0, 2)",False,,False,
98,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
106,0,"(0, 2)",False,,False,
121,0,"(0, 2)",False,,False,
32,0,"(0, 2)",True,,False,
121,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
44,0,"(0, 2)",False,,False,
110,0,"(0, 2)",False,,False,
110,0,"(0, 2)",False,,False,
107,0,"(0, 2)",False,,False,
98,0,"(0, 2)",False,,False,
121,0,"(0, 2)",False,,False,
98,0,"(0, 2)",False,,False,
121,0,"(0, 2)",False,,False,
106,0,"(0, 2)",False,,False,
95,0,"(0, 2)",False,,False,
107,0,"(0, 2)",True,,False,
107,0,"(0, 2)",True,,False,
46,0,"(0, 2)",True,,False,
107,0,"(0, 2)",False,,False,
117,0,"(0, 2)",False,,False,
107,0,"(0, 2)",False,,False,
98,0,"(0, 2)",False,,False,
117,0,"(0, 2)",False,,False,
117,0,"(0, 2)",False,,False,
117,0,"(0, 2)",False,,False,
106,0,"(0, 2)",False,,False,
95,0,"(0, 2)",False,,False,
107,0,"(0, 2)",True,,False,
107,0,"(0, 2)",True,,False,
46,0,"(0, 2)",True,,False,
107,0,"(0, 2)",False,,False,
107,0,"(0, 2)",False,,False,
107,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
121,0,"(0, 2)",False,,False,
68,0,"(0, 2)",False,,False,
97,0,"(0, 2)",True,,False,
32,0,"(0, 2)",True,,False,
107,0,"(0, 2)",True,,False,
101,0,"(0, 2)",True,,False,
13,0,"(0, 2)",True,,False,
32,0,"(0, 2)",True,,False,
121,0,"(0, 2)",True,,False,
32,0,"(0, 2)",True,,False,
32,0,"(0, 2)",True,,False,
121,0,"(0, 2)",True,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
44,0,"(0, 2)",False,,False,
32,0,"(0, 2)",True,,False,
112,0,"(0, 2)",False,,False,
121,0,"(0, 2)",True,,False,
32,0,"(0, 2)",True,,False,
68,0,"(0, 2)",False,,False,
97,0,"(0, 2)",True,,False,
32,0,"(0, 2)",True,,False,
109,0,"(0, 2)",True,,False,
13,0,"(0, 2)",True,,False,
32,0,"(0, 2)",True,,False,
110,0,"(0, 2)",True,,False,
44,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
44,0,"(0, 2)",False,,False,
32,0,"(0, 2)",True,,False,
112,0,"(0, 2)",False,,False,
121,0,"(0, 2)",True,,False,
32,0,"(0, 2)",True,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
106,0,"(0, 2)",False,,False,
108,0,"(0, 2)",False,,False,
108,0,"(0, 2)",False,,False,
108,0,"(0, 2)",False,,False,
44,0,"(0, 2)",False,,False,
32,0,"(0, 2)",True,,False,
112,0,"(0, 2)",False,,False,
121,0,"(0, 2)",True,,False,
32,0,"(0, 2)",True,,False,
108,0,"(0, 2)",False,,False,
44,0,"(0, 2)",False,,False,
32,0,"(0, 2)",True,,False,
112,0,"(0, 2)",False,,False,
121,0,"(0, 2)",True,,False,
32,0,"(0, 2)",True,,False,
108,0,"(0, 2)",False,,False,
117,0,"(0, 2)",False,,False,
98,0,"(0, 2)",False,,False,
98,0,"(0, 2)",False,,False,
44,0,"(0, 2)",False,,False,
32,0,"(0, 2)",True,,False,
112,0,"(0, 2)",False,,False,
121,0,"(0, 2)",True,,False,
32,0,"(0, 2)",True,,False,
104,0,"(0, 2)",False,,False,
68,0,"(0, 2)",False,,False,
97,0,"(0, 2)",True,,False,
32,0,"(0, 2)",True,,False,
113,0,"(0, 2)",True,,False,
13,0,"(0, 2)",True,,False,
32,0,"(0, 2)",True,,False,
110,0,"(0, 2)",True,,False,
44,0,"(0, 2)",False,,False,
97,0,"(0, 2)",True,,False,
13,0,"(0, 2)",True,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
44,0,"(0, 2)",False,,False,
32,0,"(0, 2)",True,,False,
112,0,"(0, 2)",False,,False,
121,0,"(0, 2)",True,,False,
32,0,"(0, 2)",True,,False,
106,0,"(0, 2)",False,,False,
108,0,"(0, 2)",False,,False,
44,0,"(0, 2)",False,,False,
32,0,"(0, 2)",True,,False,
112,0,"(0, 2)",False,,False,
121,0,"(0, 2)",True,,False,
32,0,"(0, 2)",True,,False,
108,0,"(0, 2)",False,,False,
108,0,"(0, 2)",False,,False,
108,0,"(0, 2)",False,,False,
117,0,"(0, 2)",False,,False,
44,0,"(0, 2)",False,,False,
32,0,"(0, 2)",True,,False,
112,0,"(0, 2)",False,,False,
121,0,"(0, 2)",True,,False,
32,0,"(0, 2)",True,,False,
108,0,"(0, 2)",False,,False,
98,0,"(0, 2)",False,,False,
108,0,"(0, 2)",False,,False,
98,0,"(0, 2)",False,,False,
44,0,"(0, 2)",False,,False,
32,0,"(0, 2)",True,,False,
112,0,"(0, 2)",False,,False,
121,0,"(0, 2)",True,,False,
32,0,"(0, 2)",True,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
68,0,"(0, 2)",False,,False,
97,0,"(0, 2)",True,,False,
32,0,"(0, 2)",True,,False,
62,0,"(0, 2)",True,,False,
116,0,"(0, 2)",True,,False,
13,0,"(0, 2)",True,,False,
32,0,"(0, 2)",True,,False,
110,0,"(0, 2)",True,,False,
44,0,"(0, 2)",False,,False,
98,0,"(0, 2)",True,,False,
13,0,"(0, 2)",True,,False,
104,0,"(0, 2)",False,,False,
44,0,"(0, 2)",False,,False,
32,0,"(0, 2)",True,,False,
112,0,"(0, 2)",False,,False,
121,0,"(0, 2)",True,,False,
32,0,"(0, 2)",True,,False,
104,0,"(0, 2)",False,,False,
44,0,"(0, 2)",False,,False,
32,0,"(0, 2)",True,,False,
112,0,"(0, 2)",False,,False,
121,0,"(0, 2)",True,,False,
32,0,"(0, 2)",True,,False,
104,0,"(0, 2)",False,,False,
44,0,"(0, 2)",False,,False,
32,0,"(0, 2)",True,,False,
112,0,"(0, 2)",False,,False,
121,0,"(0, 2)",True,,False,
32,0,"(0, 2)",True,,False,
68,0,"(0, 2)",False,,False,
97,0,"(0, 2)",True,,False,
32,0,"(0, 2)",True,,False,
120,0,"(0, 2)",True,,False,
62,0,"(0, 2)",True,,False,
13,0,"(0, 2)",True,,False,
32,0,"(0, 2)",True,,False,
110,0,"(0, 2)",True,,False,
44,0,"(0, 2)",False,,False,
95,0,"(0, 2)",False,,False,
110,0,"(0, 2)",True,,False,
110,0,"(0, 2)",True,,False,
108,0,"(0, 2)",True,,False,
108,0,"(0, 2)",True,,False,
108,0,"(0, 2)",True,,False,
108,0,"(0, 2)",True,,False,
46,0,"(0, 2)",True,,False,
110,0,"(0, 2)",False,,False,
110,0,"(0, 2)",False,,False,
106,0,"(0, 2)",False,,False,
107,0,"(0, 2)",False,,False,
121,0,"(0, 2)",False,,False,
95,0,"(0, 2)",False,,False,
46,0,"(0, 2)",True,,False,
98,0,"(0, 2)",False,,False,
108,0,"(0, 2)",False,,False,
95,0,"(0, 2)",False,,False,
46,0,"(0, 2)",True,,False,
115,0,"(0, 2)",False,,False,
115,0,"(0, 2)",False,,False,
107,0,"(0, 2)",False,,False,
115,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
32,0,"(0, 2)",True,,False,
115,0,"(0, 2)",False,,False,
108,0,"(0, 2)",False,,False,
95,0,"(0, 2)",False,,False,
46,0,"(0, 2)",True,,False,
106,0,"(0, 2)",False,,False,
115,0,"(0, 2)",False,,False,
121,0,"(0, 2)",False,,False,
121,0,"(0, 2)",False,,False,
95,0,"(0, 2)",False,,False,
46,0,"(0, 2)",True,,False,
104,0,"(0, 2)",False,,False,
106,0,"(0, 2)",False,,False,
98,0,"(0, 2)",False,,False,
95,0,"(0, 2)",False,,False,
46,0,"(0, 2)",True,,False,
121,0,"(0, 2)",False,,False,
110,0,"(0, 2)",False,,False,
110,0,"(0, 2)",False,,False,
115,0,"(0, 2)",False,,False,
107,0,"(0, 2)",False,,False,
108,0,"(0, 2)",False,,False,
95,0,"(0, 2)",False,,False,
110,0,"(0, 2)",True,,False,
108,0,"(0, 2)",True,,False,
108,0,"(0, 2)",True,,False,
108,0,"(0, 2)",True,,False,
108,0,"(0, 2)",True,,False,
108,0,"(0, 2)",True,,False,
108,0,"(0, 2)",True,,False,
108,0,"(0, 2)",True,,False,
108,0,"(0, 2)",True,,False,
108,0,"(0, 2)",True,,False,
46,0,"(0, 2)",True,,False,
106,0,"(0, 2)",False,,False,
106,0,"(0, 2)",False,,False,
101,0,"(0, 2)",False,,False,
121,0,"(0, 2)",True,,False,
106,0,"(0, 2)",False,,False,
101,0,"(0, 2)",False,,False,
121,0,"(0, 2)",True,,False,
32,0,"(0, 2)",True,,False,
106,0,"(0, 2)",False,,False,
101,0,"(0, 2)",False,,False,
27,0,"(0, 2)",True,,False,
98,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
95,0,"(0, 2)",False,,False,
46,0,"(0, 2)",True,,False,
107,0,"(0, 2)",False,,False,
107,0,"(0, 2)",False,,False,
44,0,"(0, 2)",False,,False,
101,0,"(0, 2)",False,,False,
27,0,"(0, 2)",True,,False,
117,0,"(0, 2)",False,,False,
107,0,"(0, 2)",False,,False,
108,0,"(0, 2)",False,,False,
108,0,"(0, 2)",False,,False,
98,0,"(0, 2)",False,,False,
106,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
106,0,"(0, 2)",False,,False,
95,0,"(0, 2)",False,,False,
98,0,"(0, 2)",True,,False,
106,0,"(0, 2)",True,,False,
46,0,"(0, 2)",True,,False,
106,0,"(0, 2)",False,,False,
104,0,"(0, 2)",False,,False,
115,0,"(0, 2)",False,,False,
95,0,"(0, 2)",False,,False,
110,0,"(0, 2)",True,,False,
